origin,destination,year,qty
Costa Rica,United States of America,2010,86203.0
Cuba,United States of America,2010,1003052.0
Dominican Republic,United States of America,2010,802001.0
Ecuador,United States of America,2010,413690.0
El Salvador,United States of America,2010,1133462.0
Guatemala,United States of America,2010,777073.0
Haiti,United States of America,2010,542091.0
Honduras,United States of America,2010,467515.0
Mexico,United States of America,2010,1.156696E7
Nicaragua,United States of America,2010,241518.0
Panama,United States of America,2010,102223.0
Paraguay,United States of America,2010,29749.0
Peru,United States of America,2010,407435.0
Uruguay,United States of America,2010,49216.0
Venezuela (Bolivarian Republic of),United States of America,2010,171960.0
Barbados,United States of America,2010,52759.0
Trinidad and Tobago,United States of America,2010,228508.0
Jamaica,United States of America,2010,641849.0
Grenada,United States of America,2010,31140.0
Suriname,United States of America,2010,13853.0
Dominica,United States of America,2010,33777.0
Saint Lucia,United States of America,2010,18871.0
Antigua and Barbuda,United States of America,2010,25569.0
Saint Vincent and the Grenadines,United States of America,2010,20919.0
Bahamas,United States of America,2010,28789.0
Saint Kitts and Nevis,United States of America,2010,15424.0
Canada,United States of America,2010,826000.0
Belize,United States of America,2010,46553.0
Guyana,United States of America,2010,251829.0
Argentina,Uruguay,2010,22275.0
Brazil,Uruguay,2010,10797.0
Chile,Uruguay,2010,1406.0
Mexico,Uruguay,2010,508.0
Paraguay,Uruguay,2010,1459.0
Peru,Uruguay,2010,1110.0
United States of America,Uruguay,2010,2217.0
Venezuela (Bolivarian Republic of),Uruguay,2010,523.0
Canada,Uruguay,2010,306.0
Argentina,Venezuela (Bolivarian Republic of),2010,9430.0
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),2010,1888.0
Brazil,Venezuela (Bolivarian Republic of),2010,5623.0
Chile,Venezuela (Bolivarian Republic of),2010,14945.0
Colombia,Venezuela (Bolivarian Republic of),2010,918949.0
Costa Rica,Venezuela (Bolivarian Republic of),2010,1107.0
Cuba,Venezuela (Bolivarian Republic of),2010,10813.0
Dominican Republic,Venezuela (Bolivarian Republic of),2010,14254.0
Ecuador,Venezuela (Bolivarian Republic of),2010,34373.0
El Salvador,Venezuela (Bolivarian Republic of),2010,967.0
Guatemala,Venezuela (Bolivarian Republic of),2010,418.0
Haiti,Venezuela (Bolivarian Republic of),2010,1810.0
Honduras,Venezuela (Bolivarian Republic of),2010,290.0
Mexico,Venezuela (Bolivarian Republic of),2010,3585.0
Nicaragua,Venezuela (Bolivarian Republic of),2010,1969.0
Panama,Venezuela (Bolivarian Republic of),2010,876.0
Paraguay,Venezuela (Bolivarian Republic of),2010,215.0
Peru,Venezuela (Bolivarian Republic of),2010,43607.0
United States of America,Venezuela (Bolivarian Republic of),2010,10721.0
Uruguay,Venezuela (Bolivarian Republic of),2010,4645.0
Barbados,Venezuela (Bolivarian Republic of),2010,23.0
Trinidad and Tobago,Venezuela (Bolivarian Republic of),2010,2724.0
Jamaica,Venezuela (Bolivarian Republic of),2010,98.0
Grenada,Venezuela (Bolivarian Republic of),2010,174.0
Suriname,Venezuela (Bolivarian Republic of),2010,48.0
Dominica,Venezuela (Bolivarian Republic of),2010,2.0
Saint Lucia,Venezuela (Bolivarian Republic of),2010,10.0
Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),2010,114.0
Canada,Venezuela (Bolivarian Republic of),2010,1071.0
Belize,Venezuela (Bolivarian Republic of),2010,19.0
Guyana,Venezuela (Bolivarian Republic of),2010,8410.0
Cuba,Barbados,2010,56.0
Haiti,Barbados,2010,32.0
United States of America,Barbados,2010,985.0
Trinidad and Tobago,Barbados,2010,1419.0
Jamaica,Barbados,2010,947.0
Grenada,Barbados,2010,371.0
Suriname,Barbados,2010,45.0
Dominica,Barbados,2010,321.0
Saint Lucia,Barbados,2010,2073.0
Antigua and Barbuda,Barbados,2010,185.0
Saint Vincent and the Grenadines,Barbados,2010,2964.0
Bahamas,Barbados,2010,47.0
Saint Kitts and Nevis,Barbados,2010,104.0
Canada,Barbados,2010,656.0
Belize,Barbados,2010,21.0
Guyana,Barbados,2010,6277.0
Cuba,Trinidad and Tobago,2010,74.0
United States of America,Trinidad and Tobago,2010,5597.0
Venezuela (Bolivarian Republic of),Trinidad and Tobago,2010,1672.0
Barbados,Trinidad and Tobago,2010,1029.0
Jamaica,Trinidad and Tobago,2010,1445.0
Grenada,Trinidad and Tobago,2010,7748.0
Saint Lucia,Trinidad and Tobago,2010,850.0
Saint Vincent and the Grenadines,Trinidad and Tobago,2010,6207.0
Canada,Trinidad and Tobago,2010,1716.0
Guyana,Trinidad and Tobago,2010,9490.0
Costa Rica,Jamaica,2010,101.0
Cuba,Jamaica,2010,1830.0
El Salvador,Jamaica,2010,135.0
Guatemala,Jamaica,2010,309.0
Honduras,Jamaica,2010,164.0
Nicaragua,Jamaica,2010,126.0
Panama,Jamaica,2010,76.0
United States of America,Jamaica,2010,6329.0
Barbados,Jamaica,2010,545.0
Trinidad and Tobago,Jamaica,2010,2349.0
Grenada,Jamaica,2010,210.0
Dominica,Jamaica,2010,140.0
Saint Lucia,Jamaica,2010,335.0
Antigua and Barbuda,Jamaica,2010,156.0
Saint Vincent and the Grenadines,Jamaica,2010,229.0
Bahamas,Jamaica,2010,677.0
Saint Kitts and Nevis,Jamaica,2010,98.0
Canada,Jamaica,2010,1342.0
Belize,Jamaica,2010,7.0
Venezuela (Bolivarian Republic of),Grenada,2010,337.0
Barbados,Grenada,2010,176.0
Trinidad and Tobago,Grenada,2010,2170.0
Jamaica,Grenada,2010,114.0
Dominica,Grenada,2010,74.0
Saint Lucia,Grenada,2010,162.0
Antigua and Barbuda,Grenada,2010,38.0
Saint Vincent and the Grenadines,Grenada,2010,373.0
Bahamas,Grenada,2010,30.0
Saint Kitts and Nevis,Grenada,2010,15.0
Canada,Grenada,2010,225.0
Guyana,Grenada,2010,337.0
Brazil,Suriname,2010,4626.0
Guyana,Suriname,2010,11264.0
Cuba,Dominica,2010,10.0
Haiti,Dominica,2010,1196.0
United States of America,Dominica,2010,534.0
Venezuela (Bolivarian Republic of),Dominica,2010,26.0
Barbados,Dominica,2010,143.0
Trinidad and Tobago,Dominica,2010,262.0
Jamaica,Dominica,2010,111.0
Suriname,Dominica,2010,16.0
Saint Lucia,Dominica,2010,241.0
Antigua and Barbuda,Dominica,2010,379.0
Saint Vincent and the Grenadines,Dominica,2010,107.0
Bahamas,Dominica,2010,10.0
Saint Kitts and Nevis,Dominica,2010,54.0
Canada,Dominica,2010,158.0
Guyana,Dominica,2010,163.0
Brazil,Saint Lucia,2010,12.0
Cuba,Saint Lucia,2010,23.0
Dominican Republic,Saint Lucia,2010,46.0
Guatemala,Saint Lucia,2010,4.0
Mexico,Saint Lucia,2010,9.0
Panama,Saint Lucia,2010,27.0
United States of America,Saint Lucia,2010,627.0
Venezuela (Bolivarian Republic of),Saint Lucia,2010,60.0
Barbados,Saint Lucia,2010,736.0
Trinidad and Tobago,Saint Lucia,2010,738.0
Jamaica,Saint Lucia,2010,177.0
Grenada,Saint Lucia,2010,151.0
Suriname,Saint Lucia,2010,40.0
Dominica,Saint Lucia,2010,217.0
Antigua and Barbuda,Saint Lucia,2010,112.0
Saint Vincent and the Grenadines,Saint Lucia,2010,412.0
Bahamas,Saint Lucia,2010,13.0
Saint Kitts and Nevis,Saint Lucia,2010,42.0
Canada,Saint Lucia,2010,243.0
Belize,Saint Lucia,2010,1.0
Guyana,Saint Lucia,2010,1867.0
Cuba,Antigua and Barbuda,2010,19.0
Dominican Republic,Antigua and Barbuda,2010,1678.0
Haiti,Antigua and Barbuda,2010,31.0
Honduras,Antigua and Barbuda,2010,7.0
Mexico,Antigua and Barbuda,2010,5.0
United States of America,Antigua and Barbuda,2010,2469.0
Venezuela (Bolivarian Republic of),Antigua and Barbuda,2010,37.0
Barbados,Antigua and Barbuda,2010,284.0
Trinidad and Tobago,Antigua and Barbuda,2010,677.0
Jamaica,Antigua and Barbuda,2010,3752.0
Grenada,Antigua and Barbuda,2010,181.0
Suriname,Antigua and Barbuda,2010,42.0
Dominica,Antigua and Barbuda,2010,4462.0
Saint Lucia,Antigua and Barbuda,2010,636.0
Saint Vincent and the Grenadines,Antigua and Barbuda,2010,863.0
Bahamas,Antigua and Barbuda,2010,2.0
Saint Kitts and Nevis,Antigua and Barbuda,2010,448.0
Canada,Antigua and Barbuda,2010,408.0
Belize,Antigua and Barbuda,2010,13.0
Guyana,Antigua and Barbuda,2010,6086.0
United States of America,Saint Vincent and the Grenadines,2010,331.0
Barbados,Saint Vincent and the Grenadines,2010,340.0
Trinidad and Tobago,Saint Vincent and the Grenadines,2010,943.0
Jamaica,Saint Vincent and the Grenadines,2010,123.0
Grenada,Saint Vincent and the Grenadines,2010,424.0
Dominica,Saint Vincent and the Grenadines,2010,83.0
Saint Lucia,Saint Vincent and the Grenadines,2010,233.0
Antigua and Barbuda,Saint Vincent and the Grenadines,2010,57.0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,2010,39.0
Canada,Saint Vincent and the Grenadines,2010,163.0
Guyana,Saint Vincent and the Grenadines,2010,238.0
Argentina,Bahamas,2010,102.0
Brazil,Bahamas,2010,112.0
Chile,Bahamas,2010,32.0
Colombia,Bahamas,2010,178.0
Costa Rica,Bahamas,2010,50.0
Cuba,Bahamas,2010,370.0
Dominican Republic,Bahamas,2010,269.0
Ecuador,Bahamas,2010,40.0
El Salvador,Bahamas,2010,67.0
Guatemala,Bahamas,2010,32.0
Haiti,Bahamas,2010,25465.0
Honduras,Bahamas,2010,40.0
Mexico,Bahamas,2010,124.0
Nicaragua,Bahamas,2010,9.0
Panama,Bahamas,2010,48.0
Peru,Bahamas,2010,290.0
United States of America,Bahamas,2010,8919.0
Uruguay,Bahamas,2010,16.0
Venezuela (Bolivarian Republic of),Bahamas,2010,28.0
Barbados,Bahamas,2010,220.0
Trinidad and Tobago,Bahamas,2010,360.0
Jamaica,Bahamas,2010,6925.0
Grenada,Bahamas,2010,30.0
Dominica,Bahamas,2010,69.0
Saint Lucia,Bahamas,2010,72.0
Antigua and Barbuda,Bahamas,2010,13.0
Saint Vincent and the Grenadines,Bahamas,2010,37.0
Saint Kitts and Nevis,Bahamas,2010,31.0
Canada,Bahamas,2010,1446.0
Belize,Bahamas,2010,41.0
Guyana,Bahamas,2010,1232.0
Barbados,Saint Kitts and Nevis,2010,94.0
Trinidad and Tobago,Saint Kitts and Nevis,2010,259.0
Jamaica,Saint Kitts and Nevis,2010,138.0
Grenada,Saint Kitts and Nevis,2010,56.0
Dominica,Saint Kitts and Nevis,2010,195.0
Saint Lucia,Saint Kitts and Nevis,2010,102.0
Antigua and Barbuda,Saint Kitts and Nevis,2010,393.0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,2010,166.0
Bahamas,Saint Kitts and Nevis,2010,21.0
Guyana,Saint Kitts and Nevis,2010,756.0
Argentina,Canada,2010,19104.0
Bolivia (Plurinational State of),Canada,2010,5071.0
Brazil,Canada,2010,26258.0
Chile,Canada,2010,26030.0
Colombia,Canada,2010,63081.0
Costa Rica,Canada,2010,4509.0
Cuba,Canada,2010,13537.0
Dominican Republic,Canada,2010,8772.0
Ecuador,Canada,2010,13950.0
El Salvador,Canada,2010,43516.0
Guatemala,Canada,2010,15708.0
Haiti,Canada,2010,83613.0
Honduras,Canada,2010,6339.0
Mexico,Canada,2010,83715.0
Nicaragua,Canada,2010,8879.0
Panama,Canada,2010,2569.0
Paraguay,Canada,2010,7470.0
Peru,Canada,2010,26933.0
United States of America,Canada,2010,307143.0
Uruguay,Canada,2010,6698.0
Venezuela (Bolivarian Republic of),Canada,2010,17656.0
Barbados,Canada,2010,15397.0
Trinidad and Tobago,Canada,2010,66826.0
Jamaica,Canada,2010,125438.0
Grenada,Canada,2010,10312.0
Suriname,Canada,2010,889.0
Dominica,Canada,2010,3007.0
Saint Lucia,Canada,2010,5304.0
Antigua and Barbuda,Canada,2010,2395.0
Saint Vincent and the Grenadines,Canada,2010,12503.0
Bahamas,Canada,2010,1933.0
Saint Kitts and Nevis,Canada,2010,2045.0
Belize,Canada,2010,1923.0
Guyana,Canada,2010,86376.0
El Salvador,Belize,2010,7486.0
Guatemala,Belize,2010,19995.0
Haiti,Belize,2010,46.0
Honduras,Belize,2010,7313.0
Mexico,Belize,2010,2988.0
United States of America,Belize,2010,3474.0
Jamaica,Belize,2010,421.0
Canada,Belize,2010,704.0
Brazil,Guyana,2010,1821.0
United States of America,Guyana,2010,1071.0
Venezuela (Bolivarian Republic of),Guyana,2010,1791.0
Barbados,Guyana,2010,229.0
Trinidad and Tobago,Guyana,2010,751.0
Jamaica,Guyana,2010,252.0
Grenada,Guyana,2010,165.0
Suriname,Guyana,2010,3920.0
Dominica,Guyana,2010,37.0
Saint Lucia,Guyana,2010,187.0
Antigua and Barbuda,Guyana,2010,16.0
Saint Vincent and the Grenadines,Guyana,2010,314.0
Bahamas,Guyana,2010,13.0
Canada,Guyana,2010,341.0
Bolivia (Plurinational State of),Argentina,2015,419048.0
Brazil,Argentina,2015,48792.0
Chile,Argentina,2015,213119.0
Colombia,Argentina,2015,8640.0
Costa Rica,Argentina,2015,123.0
Cuba,Argentina,2015,1106.0
Dominican Republic,Argentina,2015,684.0
Ecuador,Argentina,2015,955.0
El Salvador,Argentina,2015,73.0
Guatemala,Argentina,2015,96.0
Haiti,Argentina,2015,41.0
Honduras,Argentina,2015,66.0
Mexico,Argentina,2015,1450.0
Nicaragua,Argentina,2015,91.0
Panama,Argentina,2015,161.0
Paraguay,Argentina,2015,679044.0
Peru,Argentina,2015,195320.0
United States of America,Argentina,2015,5135.0
Uruguay,Argentina,2015,132749.0
Venezuela (Bolivarian Republic of),Argentina,2015,1240.0
Barbados,Argentina,2015,7.0
Trinidad and Tobago,Argentina,2015,34.0
Jamaica,Argentina,2015,11.0
Grenada,Argentina,2015,11.0
Suriname,Argentina,2015,5.0
Dominica,Argentina,2015,4.0
Canada,Argentina,2015,530.0
Belize,Argentina,2015,6.0
Argentina,Bolivia (Plurinational State of),2015,42691.0
Brazil,Bolivia (Plurinational State of),2015,25688.0
Chile,Bolivia (Plurinational State of),2015,4730.0
Colombia,Bolivia (Plurinational State of),2015,2964.0
Costa Rica,Bolivia (Plurinational State of),2015,146.0
Cuba,Bolivia (Plurinational State of),2015,1770.0
Dominican Republic,Bolivia (Plurinational State of),2015,116.0
Ecuador,Bolivia (Plurinational State of),2015,1002.0
El Salvador,Bolivia (Plurinational State of),2015,127.0
Guatemala,Bolivia (Plurinational State of),2015,142.0
Haiti,Bolivia (Plurinational State of),2015,15.0
Honduras,Bolivia (Plurinational State of),2015,231.0
Mexico,Bolivia (Plurinational State of),2015,9522.0
Nicaragua,Bolivia (Plurinational State of),2015,111.0
Panama,Bolivia (Plurinational State of),2015,109.0
Paraguay,Bolivia (Plurinational State of),2015,4285.0
Peru,Bolivia (Plurinational State of),2015,11282.0
United States of America,Bolivia (Plurinational State of),2015,4896.0
Uruguay,Bolivia (Plurinational State of),2015,509.0
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),2015,773.0
Barbados,Bolivia (Plurinational State of),2015,0.0
Trinidad and Tobago,Bolivia (Plurinational State of),2015,5.0
Jamaica,Bolivia (Plurinational State of),2015,7.0
Grenada,Bolivia (Plurinational State of),2015,0.0
Suriname,Bolivia (Plurinational State of),2015,0.0
Dominica,Bolivia (Plurinational State of),2015,3.0
Antigua and Barbuda,Bolivia (Plurinational State of),2015,0.0
Bahamas,Bolivia (Plurinational State of),2015,0.0
Saint Kitts and Nevis,Bolivia (Plurinational State of),2015,0.0
Canada,Bolivia (Plurinational State of),2015,1380.0
Belize,Bolivia (Plurinational State of),2015,905.0
Guyana,Bolivia (Plurinational State of),2015,5.0
Argentina,Brazil,2015,34699.0
Bolivia (Plurinational State of),Brazil,2015,46336.0
Chile,Brazil,2015,18422.0
Colombia,Brazil,2015,8179.0
Costa Rica,Brazil,2015,461.0
Cuba,Brazil,2015,2479.0
Dominican Republic,Brazil,2015,372.0
Ecuador,Brazil,2015,2065.0
El Salvador,Brazil,2015,272.0
Guatemala,Brazil,2015,348.0
Haiti,Brazil,2015,65.0
Honduras,Brazil,2015,151.0
Mexico,Brazil,2015,3198.0
Nicaragua,Brazil,2015,438.0
Panama,Brazil,2015,621.0
Paraguay,Brazil,2015,46857.0
Peru,Brazil,2015,17931.0
United States of America,Brazil,2015,28068.0
Uruguay,Brazil,2015,28708.0
Venezuela (Bolivarian Republic of),Brazil,2015,3425.0
Barbados,Brazil,2015,33.0
Trinidad and Tobago,Brazil,2015,224.0
Jamaica,Brazil,2015,165.0
Grenada,Brazil,2015,31.0
Suriname,Brazil,2015,325.0
Dominica,Brazil,2015,25.0
Saint Lucia,Brazil,2015,173.0
Saint Vincent and the Grenadines,Brazil,2015,35.0
Bahamas,Brazil,2015,18.0
Saint Kitts and Nevis,Brazil,2015,36.0
Canada,Brazil,2015,1894.0
Belize,Brazil,2015,6.0
Guyana,Brazil,2015,2264.0
Argentina,Chile,2015,70415.0
Bolivia (Plurinational State of),Chile,2015,37554.0
Brazil,Chile,2015,18243.0
Colombia,Chile,2015,23471.0
Costa Rica,Chile,2015,467.0
Cuba,Chile,2015,3049.0
Dominican Republic,Chile,2015,278.0
Ecuador,Chile,2015,23471.0
El Salvador,Chile,2015,233.0
Guatemala,Chile,2015,227.0
Haiti,Chile,2015,44.0
Honduras,Chile,2015,240.0
Mexico,Chile,2015,1739.0
Nicaragua,Chile,2015,240.0
Panama,Chile,2015,516.0
Paraguay,Chile,2015,1226.0
Peru,Chile,2015,178385.0
United States of America,Chile,2015,8058.0
Uruguay,Chile,2015,2288.0
Venezuela (Bolivarian Republic of),Chile,2015,4134.0
Barbados,Chile,2015,5.0
Trinidad and Tobago,Chile,2015,12.0
Jamaica,Chile,2015,23.0
Grenada,Chile,2015,5.0
Suriname,Chile,2015,5.0
Dominica,Chile,2015,30.0
Saint Lucia,Chile,2015,62.0
Antigua and Barbuda,Chile,2015,13.0
Saint Vincent and the Grenadines,Chile,2015,5.0
Bahamas,Chile,2015,2.0
Saint Kitts and Nevis,Chile,2015,13.0
Canada,Chile,2015,1847.0
Belize,Chile,2015,2.0
Guyana,Chile,2015,15.0
Argentina,Colombia,2015,3199.0
Bolivia (Plurinational State of),Colombia,2015,818.0
Brazil,Colombia,2015,2337.0
Chile,Colombia,2015,2024.0
Costa Rica,Colombia,2015,1056.0
Cuba,Colombia,2015,1820.0
Dominican Republic,Colombia,2015,385.0
Ecuador,Colombia,2015,14232.0
El Salvador,Colombia,2015,384.0
Guatemala,Colombia,2015,460.0
Haiti,Colombia,2015,116.0
Honduras,Colombia,2015,352.0
Mexico,Colombia,2015,2854.0
Nicaragua,Colombia,2015,573.0
Panama,Colombia,2015,2067.0
Paraguay,Colombia,2015,216.0
Peru,Colombia,2015,5044.0
United States of America,Colombia,2015,18841.0
Uruguay,Colombia,2015,435.0
Venezuela (Bolivarian Republic of),Colombia,2015,46614.0
Trinidad and Tobago,Colombia,2015,37.0
Jamaica,Colombia,2015,60.0
Dominica,Colombia,2015,49.0
Antigua and Barbuda,Colombia,2015,40.0
Canada,Colombia,2015,985.0
Guyana,Colombia,2015,19.0
Argentina,Costa Rica,2015,1504.0
Bolivia (Plurinational State of),Costa Rica,2015,379.0
Brazil,Costa Rica,2015,558.0
Chile,Costa Rica,2015,1782.0
Colombia,Costa Rica,2015,21787.0
Cuba,Costa Rica,2015,5897.0
Dominican Republic,Costa Rica,2015,1126.0
Ecuador,Costa Rica,2015,1303.0
El Salvador,Costa Rica,2015,14239.0
Guatemala,Costa Rica,2015,2725.0
Haiti,Costa Rica,2015,73.0
Honduras,Costa Rica,2015,4020.0
Mexico,Costa Rica,2015,3176.0
Nicaragua,Costa Rica,2015,299340.0
Panama,Costa Rica,2015,11702.0
Paraguay,Costa Rica,2015,85.0
Peru,Costa Rica,2015,3876.0
United States of America,Costa Rica,2015,12982.0
Uruguay,Costa Rica,2015,321.0
Venezuela (Bolivarian Republic of),Costa Rica,2015,1415.0
Barbados,Costa Rica,2015,11.0
Trinidad and Tobago,Costa Rica,2015,35.0
Jamaica,Costa Rica,2015,223.0
Grenada,Costa Rica,2015,8.0
Suriname,Costa Rica,2015,21.0
Dominica,Costa Rica,2015,5.0
Saint Lucia,Costa Rica,2015,1.0
Saint Vincent and the Grenadines,Costa Rica,2015,1.0
Bahamas,Costa Rica,2015,12.0
Saint Kitts and Nevis,Costa Rica,2015,1.0
Canada,Costa Rica,2015,1443.0
Belize,Costa Rica,2015,143.0
Guyana,Costa Rica,2015,29.0
Argentina,Cuba,2015,157.0
Bolivia (Plurinational State of),Cuba,2015,54.0
Chile,Cuba,2015,166.0
Colombia,Cuba,2015,149.0
Dominican Republic,Cuba,2015,113.0
Ecuador,Cuba,2015,57.0
Guatemala,Cuba,2015,64.0
Haiti,Cuba,2015,872.0
Mexico,Cuba,2015,375.0
Nicaragua,Cuba,2015,252.0
Panama,Cuba,2015,77.0
Peru,Cuba,2015,80.0
United States of America,Cuba,2015,500.0
Venezuela (Bolivarian Republic of),Cuba,2015,182.0
Jamaica,Cuba,2015,276.0
Grenada,Cuba,2015,76.0
Canada,Cuba,2015,57.0
Argentina,Dominican Republic,2015,1071.0
Bolivia (Plurinational State of),Dominican Republic,2015,171.0
Brazil,Dominican Republic,2015,645.0
Chile,Dominican Republic,2015,633.0
Colombia,Dominican Republic,2015,3606.0
Costa Rica,Dominican Republic,2015,307.0
Cuba,Dominican Republic,2015,3841.0
Ecuador,Dominican Republic,2015,582.0
El Salvador,Dominican Republic,2015,267.0
Guatemala,Dominican Republic,2015,429.0
Haiti,Dominican Republic,2015,329281.0
Honduras,Dominican Republic,2015,424.0
Mexico,Dominican Republic,2015,1498.0
Nicaragua,Dominican Republic,2015,292.0
Panama,Dominican Republic,2015,757.0
Paraguay,Dominican Republic,2015,25.0
Peru,Dominican Republic,2015,1428.0
United States of America,Dominican Republic,2015,25814.0
Uruguay,Dominican Republic,2015,183.0
Venezuela (Bolivarian Republic of),Dominican Republic,2015,5417.0
Trinidad and Tobago,Dominican Republic,2015,23.0
Jamaica,Dominican Republic,2015,133.0
Suriname,Dominican Republic,2015,27.0
Dominica,Dominican Republic,2015,15.0
Antigua and Barbuda,Dominican Republic,2015,179.0
Bahamas,Dominican Republic,2015,39.0
Saint Kitts and Nevis,Dominican Republic,2015,137.0
Canada,Dominican Republic,2015,1216.0
Guyana,Dominican Republic,2015,23.0
Argentina,Ecuador,2015,5399.0
Bolivia (Plurinational State of),Ecuador,2015,1528.0
Brazil,Ecuador,2015,2654.0
Chile,Ecuador,2015,11341.0
Colombia,Ecuador,2015,194733.0
Costa Rica,Ecuador,2015,938.0
Cuba,Ecuador,2015,2994.0
Dominican Republic,Ecuador,2015,353.0
El Salvador,Ecuador,2015,522.0
Guatemala,Ecuador,2015,430.0
Haiti,Ecuador,2015,96.0
Honduras,Ecuador,2015,469.0
Mexico,Ecuador,2015,2258.0
Nicaragua,Ecuador,2015,392.0
Panama,Ecuador,2015,964.0
Paraguay,Ecuador,2015,242.0
Peru,Ecuador,2015,13705.0
United States of America,Ecuador,2015,26802.0
Uruguay,Ecuador,2015,958.0
Venezuela (Bolivarian Republic of),Ecuador,2015,8901.0
Trinidad and Tobago,Ecuador,2015,45.0
Jamaica,Ecuador,2015,37.0
Bahamas,Ecuador,2015,48.0
Canada,Ecuador,2015,2341.0
Argentina,El Salvador,2015,216.0
Bolivia (Plurinational State of),El Salvador,2015,53.0
Brazil,El Salvador,2015,242.0
Chile,El Salvador,2015,229.0
Colombia,El Salvador,2015,577.0
Costa Rica,El Salvador,2015,876.0
Cuba,El Salvador,2015,128.0
Dominican Republic,El Salvador,2015,72.0
Ecuador,El Salvador,2015,123.0
Guatemala,El Salvador,2015,8885.0
Honduras,El Salvador,2015,11676.0
Mexico,El Salvador,2015,1714.0
Nicaragua,El Salvador,2015,7823.0
Panama,El Salvador,2015,451.0
Paraguay,El Salvador,2015,11.0
Peru,El Salvador,2015,234.0
United States of America,El Salvador,2015,5397.0
Uruguay,El Salvador,2015,75.0
Venezuela (Bolivarian Republic of),El Salvador,2015,242.0
Barbados,El Salvador,2015,40.0
Jamaica,El Salvador,2015,10.0
Canada,El Salvador,2015,245.0
Belize,El Salvador,2015,339.0
Argentina,Guatemala,2015,554.0
Bolivia (Plurinational State of),Guatemala,2015,136.0
Brazil,Guatemala,2015,240.0
Chile,Guatemala,2015,301.0
Colombia,Guatemala,2015,1156.0
Costa Rica,Guatemala,2015,1162.0
Cuba,Guatemala,2015,660.0
Dominican Republic,Guatemala,2015,109.0
Ecuador,Guatemala,2015,167.0
El Salvador,Guatemala,2015,19198.0
Haiti,Guatemala,2015,14.0
Honduras,Guatemala,2015,8387.0
Mexico,Guatemala,2015,17540.0
Nicaragua,Guatemala,2015,8561.0
Panama,Guatemala,2015,300.0
Paraguay,Guatemala,2015,59.0
Peru,Guatemala,2015,457.0
United States of America,Guatemala,2015,8643.0
Uruguay,Guatemala,2015,140.0
Venezuela (Bolivarian Republic of),Guatemala,2015,283.0
Canada,Guatemala,2015,397.0
Belize,Guatemala,2015,916.0
Argentina,Haiti,2015,964.0
Chile,Haiti,2015,690.0
Colombia,Haiti,2015,1715.0
Costa Rica,Haiti,2015,568.0
Cuba,Haiti,2015,2492.0
Dominican Republic,Haiti,2015,4984.0
Mexico,Haiti,2015,634.0
Peru,Haiti,2015,727.0
United States of America,Haiti,2015,3328.0
Uruguay,Haiti,2015,593.0
Venezuela (Bolivarian Republic of),Haiti,2015,5198.0
Canada,Haiti,2015,1302.0
Argentina,Honduras,2015,140.0
Bolivia (Plurinational State of),Honduras,2015,108.0
Brazil,Honduras,2015,174.0
Chile,Honduras,2015,227.0
Colombia,Honduras,2015,636.0
Costa Rica,Honduras,2015,631.0
Cuba,Honduras,2015,449.0
Dominican Republic,Honduras,2015,99.0
Ecuador,Honduras,2015,338.0
El Salvador,Honduras,2015,6486.0
Guatemala,Honduras,2015,3375.0
Haiti,Honduras,2015,32.0
Mexico,Honduras,2015,1148.0
Nicaragua,Honduras,2015,5690.0
Panama,Honduras,2015,292.0
Paraguay,Honduras,2015,26.0
Peru,Honduras,2015,282.0
United States of America,Honduras,2015,4981.0
Uruguay,Honduras,2015,49.0
Venezuela (Bolivarian Republic of),Honduras,2015,75.0
Jamaica,Honduras,2015,20.0
Canada,Honduras,2015,256.0
Belize,Honduras,2015,268.0
Argentina,Mexico,2015,18728.0
Bolivia (Plurinational State of),Mexico,2015,2715.0
Brazil,Mexico,2015,6198.0
Chile,Mexico,2015,7202.0
Colombia,Mexico,2015,20135.0
Costa Rica,Mexico,2015,2468.0
Cuba,Mexico,2015,17653.0
Dominican Republic,Mexico,2015,1992.0
Ecuador,Mexico,2015,2736.0
El Salvador,Mexico,2015,10054.0
Guatemala,Mexico,2015,53128.0
Haiti,Mexico,2015,1296.0
Honduras,Mexico,2015,15027.0
Nicaragua,Mexico,2015,5369.0
Panama,Mexico,2015,1756.0
Paraguay,Mexico,2015,767.0
Peru,Mexico,2015,8853.0
United States of America,Mexico,2015,876528.0
Uruguay,Mexico,2015,2947.0
Venezuela (Bolivarian Republic of),Mexico,2015,15959.0
Trinidad and Tobago,Mexico,2015,26.0
Jamaica,Mexico,2015,174.0
Canada,Mexico,2015,14121.0
Belize,Mexico,2015,3160.0
Argentina,Nicaragua,2015,270.0
Bolivia (Plurinational State of),Nicaragua,2015,64.0
Brazil,Nicaragua,2015,122.0
Chile,Nicaragua,2015,126.0
Colombia,Nicaragua,2015,447.0
Costa Rica,Nicaragua,2015,10772.0
Cuba,Nicaragua,2015,941.0
Dominican Republic,Nicaragua,2015,69.0
Ecuador,Nicaragua,2015,111.0
El Salvador,Nicaragua,2015,2444.0
