origin,destination,year,qty
Dominica,Antigua and Barbuda,1995,3170.0
Saint Lucia,Antigua and Barbuda,1995,474.0
Saint Vincent and the Grenadines,Antigua and Barbuda,1995,616.0
Bahamas,Antigua and Barbuda,1995,4.0
Saint Kitts and Nevis,Antigua and Barbuda,1995,430.0
Canada,Antigua and Barbuda,1995,287.0
Belize,Antigua and Barbuda,1995,10.0
Guyana,Antigua and Barbuda,1995,3489.0
United States of America,Saint Vincent and the Grenadines,1995,303.0
Barbados,Saint Vincent and the Grenadines,1995,315.0
Trinidad and Tobago,Saint Vincent and the Grenadines,1995,871.0
Jamaica,Saint Vincent and the Grenadines,1995,115.0
Grenada,Saint Vincent and the Grenadines,1995,392.0
Dominica,Saint Vincent and the Grenadines,1995,78.0
Saint Lucia,Saint Vincent and the Grenadines,1995,216.0
Antigua and Barbuda,Saint Vincent and the Grenadines,1995,53.0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,1995,36.0
Canada,Saint Vincent and the Grenadines,1995,148.0
Guyana,Saint Vincent and the Grenadines,1995,217.0
Argentina,Bahamas,1995,8.0
Brazil,Bahamas,1995,41.0
Chile,Bahamas,1995,8.0
Colombia,Bahamas,1995,30.0
Costa Rica,Bahamas,1995,38.0
Cuba,Bahamas,1995,79.0
Dominican Republic,Bahamas,1995,64.0
Ecuador,Bahamas,1995,12.0
El Salvador,Bahamas,1995,4.0
Guatemala,Bahamas,1995,8.0
Haiti,Bahamas,1995,15759.0
Honduras,Bahamas,1995,10.0
Mexico,Bahamas,1995,51.0
Nicaragua,Bahamas,1995,8.0
Panama,Bahamas,1995,15.0
Peru,Bahamas,1995,41.0
United States of America,Bahamas,1995,4294.0
Uruguay,Bahamas,1995,2.0
Venezuela (Bolivarian Republic of),Bahamas,1995,20.0
Barbados,Bahamas,1995,171.0
Trinidad and Tobago,Bahamas,1995,299.0
Jamaica,Bahamas,1995,3282.0
Grenada,Bahamas,1995,27.0
Dominica,Bahamas,1995,41.0
Saint Lucia,Bahamas,1995,41.0
Antigua and Barbuda,Bahamas,1995,10.0
Saint Vincent and the Grenadines,Bahamas,1995,21.0
Saint Kitts and Nevis,Bahamas,1995,12.0
Canada,Bahamas,1995,1040.0
Belize,Bahamas,1995,22.0
Guyana,Bahamas,1995,550.0
Barbados,Saint Kitts and Nevis,1995,56.0
Trinidad and Tobago,Saint Kitts and Nevis,1995,152.0
Jamaica,Saint Kitts and Nevis,1995,82.0
Grenada,Saint Kitts and Nevis,1995,34.0
Dominica,Saint Kitts and Nevis,1995,115.0
Saint Lucia,Saint Kitts and Nevis,1995,60.0
Antigua and Barbuda,Saint Kitts and Nevis,1995,231.0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,1995,97.0
Bahamas,Saint Kitts and Nevis,1995,8.0
Guyana,Saint Kitts and Nevis,1995,443.0
Argentina,Canada,1995,12036.0
Bolivia (Plurinational State of),Canada,1995,1948.0
Brazil,Canada,1995,10058.0
Chile,Canada,1995,23182.0
Colombia,Canada,1995,12595.0
Costa Rica,Canada,1995,1894.0
Cuba,Canada,1995,3462.0
Dominican Republic,Canada,1995,3841.0
Ecuador,Canada,1995,9362.0
El Salvador,Canada,1995,32598.0
Guatemala,Canada,1995,11127.0
Haiti,Canada,1995,45292.0
Honduras,Canada,1995,3293.0
Mexico,Canada,1995,30113.0
Nicaragua,Canada,1995,7730.0
Panama,Canada,1995,1785.0
Paraguay,Canada,1995,4780.0
Peru,Canada,1995,14301.0
United States of America,Canada,1995,244567.0
Uruguay,Canada,1995,5570.0
Venezuela (Bolivarian Republic of),Canada,1995,5582.0
Barbados,Canada,1995,14373.0
Trinidad and Tobago,Canada,1995,55297.0
Jamaica,Canada,1995,108174.0
Grenada,Canada,1995,6638.0
Suriname,Canada,1995,664.0
Dominica,Canada,1995,2099.0
Saint Lucia,Canada,1995,2435.0
Antigua and Barbuda,Canada,1995,2082.0
Saint Vincent and the Grenadines,Canada,1995,6477.0
Bahamas,Canada,1995,1153.0
Saint Kitts and Nevis,Canada,1995,1944.0
Belize,Canada,1995,1145.0
Guyana,Canada,1995,72507.0
El Salvador,Belize,1995,6661.0
Guatemala,Belize,1995,14350.0
Haiti,Belize,1995,37.0
Honduras,Belize,1995,4100.0
Mexico,Belize,1995,2782.0
United States of America,Belize,1995,1908.0
Jamaica,Belize,1995,424.0
Canada,Belize,1995,515.0
Brazil,Guyana,1995,780.0
United States of America,Guyana,1995,459.0
Venezuela (Bolivarian Republic of),Guyana,1995,768.0
Barbados,Guyana,1995,186.0
Trinidad and Tobago,Guyana,1995,310.0
Jamaica,Guyana,1995,124.0
Grenada,Guyana,1995,81.0
Suriname,Guyana,1995,1681.0
Dominica,Guyana,1995,19.0
Saint Lucia,Guyana,1995,275.0
Antigua and Barbuda,Guyana,1995,8.0
Saint Vincent and the Grenadines,Guyana,1995,154.0
Bahamas,Guyana,1995,6.0
Canada,Guyana,1995,147.0
Bolivia (Plurinational State of),Argentina,2000,226137.0
Brazil,Argentina,2000,32925.0
Chile,Argentina,2000,205945.0
Colombia,Argentina,2000,3622.0
Costa Rica,Argentina,2000,257.0
Cuba,Argentina,2000,2319.0
Dominican Republic,Argentina,2000,1434.0
Ecuador,Argentina,2000,2004.0
El Salvador,Argentina,2000,156.0
Guatemala,Argentina,2000,201.0
Haiti,Argentina,2000,86.0
Honduras,Argentina,2000,139.0
Mexico,Argentina,2000,3040.0
Nicaragua,Argentina,2000,190.0
Panama,Argentina,2000,338.0
Paraguay,Argentina,2000,315086.0
Peru,Argentina,2000,85411.0
United States of America,Argentina,2000,9364.0
Uruguay,Argentina,2000,113827.0
Venezuela (Bolivarian Republic of),Argentina,2000,2600.0
Barbados,Argentina,2000,16.0
Trinidad and Tobago,Argentina,2000,71.0
Jamaica,Argentina,2000,25.0
Grenada,Argentina,2000,23.0
Suriname,Argentina,2000,11.0
Dominica,Argentina,2000,9.0
Canada,Argentina,2000,1110.0
Belize,Argentina,2000,12.0
Argentina,Bolivia (Plurinational State of),2000,28095.0
Brazil,Bolivia (Plurinational State of),2000,14801.0
Chile,Bolivia (Plurinational State of),2000,4388.0
Colombia,Bolivia (Plurinational State of),2000,1342.0
Costa Rica,Bolivia (Plurinational State of),2000,141.0
Cuba,Bolivia (Plurinational State of),2000,513.0
Dominican Republic,Bolivia (Plurinational State of),2000,0.0
Ecuador,Bolivia (Plurinational State of),2000,738.0
El Salvador,Bolivia (Plurinational State of),2000,107.0
Guatemala,Bolivia (Plurinational State of),2000,141.0
Haiti,Bolivia (Plurinational State of),2000,7.0
Honduras,Bolivia (Plurinational State of),2000,197.0
Mexico,Bolivia (Plurinational State of),2000,9323.0
Nicaragua,Bolivia (Plurinational State of),2000,85.0
Panama,Bolivia (Plurinational State of),2000,97.0
Paraguay,Bolivia (Plurinational State of),2000,3236.0
Peru,Bolivia (Plurinational State of),2000,9386.0
United States of America,Bolivia (Plurinational State of),2000,3656.0
Uruguay,Bolivia (Plurinational State of),2000,453.0
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),2000,543.0
Barbados,Bolivia (Plurinational State of),2000,0.0
Trinidad and Tobago,Bolivia (Plurinational State of),2000,14.0
Jamaica,Bolivia (Plurinational State of),2000,2.0
Grenada,Bolivia (Plurinational State of),2000,2.0
Suriname,Bolivia (Plurinational State of),2000,1.0
Dominica,Bolivia (Plurinational State of),2000,0.0
Antigua and Barbuda,Bolivia (Plurinational State of),2000,0.0
Bahamas,Bolivia (Plurinational State of),2000,0.0
Saint Kitts and Nevis,Bolivia (Plurinational State of),2000,0.0
Canada,Bolivia (Plurinational State of),2000,1672.0
Belize,Bolivia (Plurinational State of),2000,922.0
Guyana,Bolivia (Plurinational State of),2000,7.0
Argentina,Brazil,2000,27597.0
Bolivia (Plurinational State of),Brazil,2000,20437.0
Chile,Brazil,2000,17172.0
Colombia,Brazil,2000,4169.0
Costa Rica,Brazil,2000,239.0
Cuba,Brazil,2000,1346.0
Dominican Republic,Brazil,2000,102.0
Ecuador,Brazil,2000,1191.0
El Salvador,Brazil,2000,481.0
Guatemala,Brazil,2000,158.0
Haiti,Brazil,2000,15.0
Honduras,Brazil,2000,136.0
Mexico,Brazil,2000,1261.0
Nicaragua,Brazil,2000,501.0
Panama,Brazil,2000,559.0
Paraguay,Brazil,2000,28891.0
Peru,Brazil,2000,10840.0
United States of America,Brazil,2000,13981.0
Uruguay,Brazil,2000,24799.0
Venezuela (Bolivarian Republic of),Brazil,2000,2167.0
Jamaica,Brazil,2000,57.0
Suriname,Brazil,2000,233.0
Canada,Brazil,2000,1256.0
Guyana,Brazil,2000,1607.0
Argentina,Chile,2000,45770.0
Bolivia (Plurinational State of),Chile,2000,10568.0
Brazil,Chile,2000,6886.0
Colombia,Chile,2000,3913.0
Costa Rica,Chile,2000,455.0
Cuba,Chile,2000,2984.0
Dominican Republic,Chile,2000,271.0
Ecuador,Chile,2000,8857.0
El Salvador,Chile,2000,228.0
Guatemala,Chile,2000,220.0
Haiti,Chile,2000,45.0
Honduras,Chile,2000,234.0
Mexico,Chile,2000,1700.0
Nicaragua,Chile,2000,234.0
Panama,Chile,2000,504.0
Paraguay,Chile,2000,1198.0
Peru,Chile,2000,35460.0
United States of America,Chile,2000,7884.0
Uruguay,Chile,2000,2238.0
Venezuela (Bolivarian Republic of),Chile,2000,4044.0
Barbados,Chile,2000,4.0
Trinidad and Tobago,Chile,2000,10.0
Jamaica,Chile,2000,21.0
Grenada,Chile,2000,5.0
Suriname,Chile,2000,2.0
Dominica,Chile,2000,27.0
Saint Lucia,Chile,2000,60.0
Antigua and Barbuda,Chile,2000,12.0
Saint Vincent and the Grenadines,Chile,2000,5.0
Bahamas,Chile,2000,1.0
Saint Kitts and Nevis,Chile,2000,12.0
Canada,Chile,2000,1809.0
Belize,Chile,2000,2.0
Guyana,Chile,2000,15.0
Argentina,Colombia,2000,2582.0
Bolivia (Plurinational State of),Colombia,2000,671.0
Brazil,Colombia,2000,1889.0
Chile,Colombia,2000,1761.0
Costa Rica,Colombia,2000,822.0
Cuba,Colombia,2000,1454.0
Dominican Republic,Colombia,2000,338.0
Ecuador,Colombia,2000,11964.0
El Salvador,Colombia,2000,315.0
Guatemala,Colombia,2000,346.0
Haiti,Colombia,2000,99.0
Honduras,Colombia,2000,286.0
Mexico,Colombia,2000,2236.0
Nicaragua,Colombia,2000,479.0
Panama,Colombia,2000,1858.0
Paraguay,Colombia,2000,201.0
Peru,Colombia,2000,3788.0
United States of America,Colombia,2000,15068.0
Uruguay,Colombia,2000,364.0
Venezuela (Bolivarian Republic of),Colombia,2000,37200.0
Trinidad and Tobago,Colombia,2000,39.0
Jamaica,Colombia,2000,66.0
Dominica,Colombia,2000,43.0
Antigua and Barbuda,Colombia,2000,35.0
Canada,Colombia,2000,780.0
Guyana,Colombia,2000,16.0
Argentina,Costa Rica,2000,1120.0
Bolivia (Plurinational State of),Costa Rica,2000,282.0
Brazil,Costa Rica,2000,415.0
Chile,Costa Rica,2000,1327.0
Colombia,Costa Rica,2000,5995.0
Cuba,Costa Rica,2000,4391.0
Dominican Republic,Costa Rica,2000,838.0
Ecuador,Costa Rica,2000,971.0
El Salvador,Costa Rica,2000,8857.0
Guatemala,Costa Rica,2000,2029.0
Haiti,Costa Rica,2000,54.0
Honduras,Costa Rica,2000,2994.0
Mexico,Costa Rica,2000,2365.0
Nicaragua,Costa Rica,2000,230085.0
Panama,Costa Rica,2000,10438.0
Paraguay,Costa Rica,2000,63.0
Peru,Costa Rica,2000,2887.0
United States of America,Costa Rica,2000,9667.0
Uruguay,Costa Rica,2000,239.0
Venezuela (Bolivarian Republic of),Costa Rica,2000,1054.0
Barbados,Costa Rica,2000,8.0
Trinidad and Tobago,Costa Rica,2000,27.0
Jamaica,Costa Rica,2000,166.0
Grenada,Costa Rica,2000,6.0
Suriname,Costa Rica,2000,15.0
Dominica,Costa Rica,2000,4.0
Saint Lucia,Costa Rica,2000,1.0
Saint Vincent and the Grenadines,Costa Rica,2000,1.0
Bahamas,Costa Rica,2000,9.0
Saint Kitts and Nevis,Costa Rica,2000,1.0
Canada,Costa Rica,2000,1074.0
Belize,Costa Rica,2000,106.0
Guyana,Costa Rica,2000,21.0
Argentina,Cuba,2000,192.0
Bolivia (Plurinational State of),Cuba,2000,66.0
Chile,Cuba,2000,203.0
Colombia,Cuba,2000,182.0
Dominican Republic,Cuba,2000,138.0
Ecuador,Cuba,2000,69.0
Guatemala,Cuba,2000,79.0
Haiti,Cuba,2000,1065.0
Mexico,Cuba,2000,459.0
Nicaragua,Cuba,2000,307.0
Panama,Cuba,2000,95.0
Peru,Cuba,2000,98.0
United States of America,Cuba,2000,612.0
Venezuela (Bolivarian Republic of),Cuba,2000,222.0
Jamaica,Cuba,2000,338.0
Grenada,Cuba,2000,93.0
Canada,Cuba,2000,69.0
Argentina,Dominican Republic,2000,3227.0
Bolivia (Plurinational State of),Dominican Republic,2000,443.0
Brazil,Dominican Republic,2000,1160.0
Chile,Dominican Republic,2000,2310.0
Colombia,Dominican Republic,2000,5737.0
Costa Rica,Dominican Republic,2000,1896.0
Cuba,Dominican Republic,2000,8335.0
Ecuador,Dominican Republic,2000,1160.0
El Salvador,Dominican Republic,2000,447.0
Guatemala,Dominican Republic,2000,580.0
Haiti,Dominican Republic,2000,228652.0
Honduras,Dominican Republic,2000,529.0
Mexico,Dominican Republic,2000,2122.0
Nicaragua,Dominican Republic,2000,507.0
Panama,Dominican Republic,2000,854.0
Paraguay,Dominican Republic,2000,75.0
Peru,Dominican Republic,2000,2432.0
United States of America,Dominican Republic,2000,11133.0
Uruguay,Dominican Republic,2000,1985.0
Venezuela (Bolivarian Republic of),Dominican Republic,2000,17386.0
Trinidad and Tobago,Dominican Republic,2000,122.0
Jamaica,Dominican Republic,2000,514.0
Suriname,Dominican Republic,2000,126.0
Dominica,Dominican Republic,2000,29.0
Antigua and Barbuda,Dominican Republic,2000,325.0
Bahamas,Dominican Republic,2000,111.0
Saint Kitts and Nevis,Dominican Republic,2000,93.0
Canada,Dominican Republic,2000,4351.0
Guyana,Dominican Republic,2000,55.0
Argentina,Ecuador,2000,2239.0
Bolivia (Plurinational State of),Ecuador,2000,634.0
Brazil,Ecuador,2000,1101.0
Chile,Ecuador,2000,4702.0
Colombia,Ecuador,2000,71556.0
Costa Rica,Ecuador,2000,389.0
Cuba,Ecuador,2000,1242.0
Dominican Republic,Ecuador,2000,147.0
El Salvador,Ecuador,2000,217.0
Guatemala,Ecuador,2000,179.0
Haiti,Ecuador,2000,40.0
Honduras,Ecuador,2000,195.0
Mexico,Ecuador,2000,937.0
Nicaragua,Ecuador,2000,163.0
Panama,Ecuador,2000,400.0
Paraguay,Ecuador,2000,101.0
Peru,Ecuador,2000,5682.0
United States of America,Ecuador,2000,11112.0
Uruguay,Ecuador,2000,398.0
Venezuela (Bolivarian Republic of),Ecuador,2000,3691.0
Trinidad and Tobago,Ecuador,2000,19.0
Jamaica,Ecuador,2000,16.0
Bahamas,Ecuador,2000,20.0
Canada,Ecuador,2000,971.0
Argentina,El Salvador,2000,166.0
Bolivia (Plurinational State of),El Salvador,2000,44.0
Brazil,El Salvador,2000,198.0
Chile,El Salvador,2000,207.0
Colombia,El Salvador,2000,363.0
Costa Rica,El Salvador,2000,818.0
Cuba,El Salvador,2000,80.0
Dominican Republic,El Salvador,2000,43.0
Ecuador,El Salvador,2000,97.0
Guatemala,El Salvador,2000,6212.0
Honduras,El Salvador,2000,9525.0
Mexico,El Salvador,2000,1438.0
Nicaragua,El Salvador,2000,4545.0
Panama,El Salvador,2000,354.0
Paraguay,El Salvador,2000,15.0
Peru,El Salvador,2000,172.0
United States of America,El Salvador,2000,4603.0
Uruguay,El Salvador,2000,67.0
Venezuela (Bolivarian Republic of),El Salvador,2000,179.0
Barbados,El Salvador,2000,35.0
Jamaica,El Salvador,2000,9.0
Canada,El Salvador,2000,249.0
Belize,El Salvador,2000,218.0
Argentina,Guatemala,2000,350.0
Bolivia (Plurinational State of),Guatemala,2000,86.0
Brazil,Guatemala,2000,151.0
Chile,Guatemala,2000,191.0
Colombia,Guatemala,2000,730.0
Costa Rica,Guatemala,2000,734.0
Cuba,Guatemala,2000,418.0
Dominican Republic,Guatemala,2000,68.0
Ecuador,Guatemala,2000,105.0
El Salvador,Guatemala,2000,12037.0
Haiti,Guatemala,2000,10.0
Honduras,Guatemala,2000,5295.0
Mexico,Guatemala,2000,11070.0
Nicaragua,Guatemala,2000,5404.0
Panama,Guatemala,2000,190.0
Paraguay,Guatemala,2000,38.0
Peru,Guatemala,2000,288.0
United States of America,Guatemala,2000,5456.0
Uruguay,Guatemala,2000,89.0
Venezuela (Bolivarian Republic of),Guatemala,2000,175.0
Canada,Guatemala,2000,251.0
Belize,Guatemala,2000,579.0
Argentina,Haiti,2000,630.0
Chile,Haiti,2000,451.0
Colombia,Haiti,2000,1121.0
Costa Rica,Haiti,2000,370.0
Cuba,Haiti,2000,1628.0
Dominican Republic,Haiti,2000,3257.0
Mexico,Haiti,2000,415.0
Peru,Haiti,2000,475.0
United States of America,Haiti,2000,2175.0
Uruguay,Haiti,2000,388.0
Venezuela (Bolivarian Republic of),Haiti,2000,3397.0
Canada,Haiti,2000,850.0
Argentina,Honduras,2000,142.0
Bolivia (Plurinational State of),Honduras,2000,110.0
Brazil,Honduras,2000,176.0
Chile,Honduras,2000,230.0
Colombia,Honduras,2000,644.0
Costa Rica,Honduras,2000,639.0
Cuba,Honduras,2000,455.0
Dominican Republic,Honduras,2000,101.0
Ecuador,Honduras,2000,342.0
El Salvador,Honduras,2000,6574.0
Guatemala,Honduras,2000,3421.0
Haiti,Honduras,2000,33.0
Mexico,Honduras,2000,1164.0
Nicaragua,Honduras,2000,5768.0
Panama,Honduras,2000,296.0
Paraguay,Honduras,2000,26.0
Peru,Honduras,2000,285.0
United States of America,Honduras,2000,5061.0
Uruguay,Honduras,2000,50.0
Venezuela (Bolivarian Republic of),Honduras,2000,73.0
Jamaica,Honduras,2000,20.0
Canada,Honduras,2000,259.0
Belize,Honduras,2000,271.0
Argentina,Mexico,2000,6625.0
Bolivia (Plurinational State of),Mexico,2000,2007.0
Brazil,Mexico,2000,3391.0
Chile,Mexico,2000,5685.0
Colombia,Mexico,2000,6639.0
Costa Rica,Mexico,2000,3166.0
Cuba,Mexico,2000,7267.0
Dominican Republic,Mexico,2000,1199.0
Ecuador,Mexico,2000,1778.0
El Salvador,Mexico,2000,5786.0
Guatemala,Mexico,2000,29156.0
Haiti,Mexico,2000,334.0
Honduras,Mexico,2000,4203.0
Nicaragua,Mexico,2000,3696.0
Panama,Mexico,2000,2396.0
Paraguay,Mexico,2000,329.0
Peru,Mexico,2000,5479.0
United States of America,Mexico,2000,358399.0
Uruguay,Mexico,2000,1966.0
Venezuela (Bolivarian Republic of),Mexico,2000,3024.0
Trinidad and Tobago,Mexico,2000,41.0
Jamaica,Mexico,2000,121.0
Canada,Mexico,2000,7245.0
Belize,Mexico,2000,1597.0
Argentina,Nicaragua,2000,188.0
Bolivia (Plurinational State of),Nicaragua,2000,46.0
Brazil,Nicaragua,2000,107.0
Chile,Nicaragua,2000,111.0
Colombia,Nicaragua,2000,309.0
Costa Rica,Nicaragua,2000,6948.0
Cuba,Nicaragua,2000,754.0
Dominican Republic,Nicaragua,2000,55.0
Ecuador,Nicaragua,2000,86.0
El Salvador,Nicaragua,2000,2102.0
Guatemala,Nicaragua,2000,1199.0
Haiti,Nicaragua,2000,20.0
Honduras,Nicaragua,2000,10017.0
Mexico,Nicaragua,2000,725.0
Panama,Nicaragua,2000,347.0
Peru,Nicaragua,2000,185.0
United States of America,Nicaragua,2000,3006.0
Uruguay,Nicaragua,2000,21.0
Venezuela (Bolivarian Republic of),Nicaragua,2000,125.0
Jamaica,Nicaragua,2000,24.0
Antigua and Barbuda,Nicaragua,2000,65.0
Bahamas,Nicaragua,2000,45.0
Canada,Nicaragua,2000,180.0
Belize,Nicaragua,2000,34.0
Argentina,Panama,2000,796.0
Bolivia (Plurinational State of),Panama,2000,189.0
Brazil,Panama,2000,802.0
Chile,Panama,2000,1060.0
Colombia,Panama,2000,21473.0
Costa Rica,Panama,2000,4654.0
Cuba,Panama,2000,1676.0
Dominican Republic,Panama,2000,5859.0
Ecuador,Panama,2000,1896.0
El Salvador,Panama,2000,2032.0
Guatemala,Panama,2000,600.0
Haiti,Panama,2000,300.0
Honduras,Panama,2000,838.0
Mexico,Panama,2000,2341.0
Nicaragua,Panama,2000,4923.0
Paraguay,Panama,2000,35.0
Peru,Panama,2000,2697.0
United States of America,Panama,2000,5212.0
Uruguay,Panama,2000,264.0
Venezuela (Bolivarian Republic of),Panama,2000,989.0
Barbados,Panama,2000,46.0
Trinidad and Tobago,Panama,2000,46.0
Jamaica,Panama,2000,553.0
Grenada,Panama,2000,2.0
Dominica,Panama,2000,24.0
Canada,Panama,2000,438.0
Belize,Panama,2000,86.0
Guyana,Panama,2000,33.0
Argentina,Paraguay,2000,64404.0
Bolivia (Plurinational State of),Paraguay,2000,1140.0
Brazil,Paraguay,2000,83208.0
Chile,Paraguay,2000,2382.0
Mexico,Paraguay,2000,1813.0
United States of America,Paraguay,2000,1781.0
Uruguay,Paraguay,2000,3303.0
Canada,Paraguay,2000,2575.0
Argentina,Peru,2000,8282.0
Bolivia (Plurinational State of),Peru,2000,4174.0
Brazil,Peru,2000,3545.0
Chile,Peru,2000,5239.0
Colombia,Peru,2000,4331.0
Costa Rica,Peru,2000,246.0
Cuba,Peru,2000,660.0
Dominican Republic,Peru,2000,132.0
Ecuador,Peru,2000,2911.0
El Salvador,Peru,2000,79.0
Guatemala,Peru,2000,119.0
Haiti,Peru,2000,36.0
Honduras,Peru,2000,121.0
Mexico,Peru,2000,1088.0
Nicaragua,Peru,2000,117.0
Panama,Peru,2000,252.0
Paraguay,Peru,2000,398.0
United States of America,Peru,2000,7188.0
Uruguay,Peru,2000,447.0
Venezuela (Bolivarian Republic of),Peru,2000,2362.0
Saint Vincent and the Grenadines,Peru,2000,17.0
Canada,Peru,2000,893.0
Argentina,United States of America,2000,125218.0
Bolivia (Plurinational State of),United States of America,2000,53278.0
Brazil,United States of America,2000,212428.0
Chile,United States of America,2000,80804.0
Colombia,United States of America,2000,509872.0
Costa Rica,United States of America,2000,71870.0
Cuba,United States of America,2000,872716.0
Dominican Republic,United States of America,2000,687677.0
Ecuador,United States of America,2000,298626.0
El Salvador,United States of America,2000,817336.0
Guatemala,United States of America,2000,480665.0
Haiti,United States of America,2000,419317.0
Honduras,United States of America,2000,282852.0
Mexico,United States of America,2000,9177487.0
Nicaragua,United States of America,2000,220335.0
Panama,United States of America,2000,105177.0
Paraguay,United States of America,2000,11980.0
Peru,United States of America,2000,278186.0
Uruguay,United States of America,2000,25038.0
Venezuela (Bolivarian Republic of),United States of America,2000,107031.0
Barbados,United States of America,2000,52172.0
Trinidad and Tobago,United States of America,2000,197398.0
Jamaica,United States of America,2000,553827.0
Grenada,United States of America,2000,29272.0
Suriname,United States of America,2000,5579.0
Dominica,United States of America,2000,15639.0
Saint Lucia,United States of America,2000,13524.0
Antigua and Barbuda,United States of America,2000,18324.0
Saint Vincent and the Grenadines,United States of America,2000,19984.0
Bahamas,United States of America,2000,28076.0
Saint Kitts and Nevis,United States of America,2000,11054.0
Canada,United States of America,2000,820771.0
Belize,United States of America,2000,40151.0
Guyana,United States of America,2000,211189.0
Argentina,Uruguay,2000,21691.0
Brazil,Uruguay,2000,11507.0
Chile,Uruguay,2000,1455.0
Mexico,Uruguay,2000,602.0
Paraguay,Uruguay,2000,1160.0
Peru,Uruguay,2000,104.0
United States of America,Uruguay,2000,705.0
Venezuela (Bolivarian Republic of),Uruguay,2000,659.0
Canada,Uruguay,2000,355.0
Argentina,Venezuela (Bolivarian Republic of),2000,8724.0
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),2000,1838.0
Brazil,Venezuela (Bolivarian Republic of),2000,4828.0
Chile,Venezuela (Bolivarian Republic of),2000,15733.0
Colombia,Venezuela (Bolivarian Republic of),2000,617182.0
Costa Rica,Venezuela (Bolivarian Republic of),2000,1178.0
Cuba,Venezuela (Bolivarian Republic of),2000,9928.0
Dominican Republic,Venezuela (Bolivarian Republic of),2000,14293.0
Ecuador,Venezuela (Bolivarian Republic of),2000,28999.0
El Salvador,Venezuela (Bolivarian Republic of),2000,908.0
Guatemala,Venezuela (Bolivarian Republic of),2000,433.0
Haiti,Venezuela (Bolivarian Republic of),2000,1689.0
Honduras,Venezuela (Bolivarian Republic of),2000,309.0
Mexico,Venezuela (Bolivarian Republic of),2000,3115.0
Nicaragua,Venezuela (Bolivarian Republic of),2000,1934.0
Panama,Venezuela (Bolivarian Republic of),2000,976.0
Paraguay,Venezuela (Bolivarian Republic of),2000,239.0
Peru,Venezuela (Bolivarian Republic of),2000,36348.0
United States of America,Venezuela (Bolivarian Republic of),2000,10159.0
Uruguay,Venezuela (Bolivarian Republic of),2000,4692.0
Barbados,Venezuela (Bolivarian Republic of),2000,83.0
Trinidad and Tobago,Venezuela (Bolivarian Republic of),2000,2765.0
Jamaica,Venezuela (Bolivarian Republic of),2000,126.0
Grenada,Venezuela (Bolivarian Republic of),2000,235.0
Suriname,Venezuela (Bolivarian Republic of),2000,61.0
Dominica,Venezuela (Bolivarian Republic of),2000,8.0
Saint Lucia,Venezuela (Bolivarian Republic of),2000,25.0
Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),2000,103.0
Canada,Venezuela (Bolivarian Republic of),2000,964.0
Belize,Venezuela (Bolivarian Republic of),2000,17.0
Guyana,Venezuela (Bolivarian Republic of),2000,6698.0
Cuba,Barbados,2000,0.0
Haiti,Barbados,2000,0.0
United States of America,Barbados,2000,1315.0
Trinidad and Tobago,Barbados,2000,2070.0
Jamaica,Barbados,2000,736.0
Grenada,Barbados,2000,668.0
Suriname,Barbados,2000,0.0
Dominica,Barbados,2000,534.0
Saint Lucia,Barbados,2000,3924.0
Antigua and Barbuda,Barbados,2000,267.0
Saint Vincent and the Grenadines,Barbados,2000,4350.0
Bahamas,Barbados,2000,64.0
Saint Kitts and Nevis,Barbados,2000,0.0
Canada,Barbados,2000,791.0
Belize,Barbados,2000,0.0
Guyana,Barbados,2000,3026.0
Cuba,Trinidad and Tobago,2000,40.0
United States of America,Trinidad and Tobago,2000,3501.0
Venezuela (Bolivarian Republic of),Trinidad and Tobago,2000,1413.0
Barbados,Trinidad and Tobago,2000,1573.0
Jamaica,Trinidad and Tobago,2000,798.0
Grenada,Trinidad and Tobago,2000,11148.0
Saint Lucia,Trinidad and Tobago,2000,976.0
Saint Vincent and the Grenadines,Trinidad and Tobago,2000,8384.0
Canada,Trinidad and Tobago,2000,947.0
Guyana,Trinidad and Tobago,2000,5264.0
Costa Rica,Jamaica,2000,106.0
Cuba,Jamaica,2000,1928.0
El Salvador,Jamaica,2000,143.0
Guatemala,Jamaica,2000,326.0
Honduras,Jamaica,2000,173.0
Nicaragua,Jamaica,2000,134.0
Panama,Jamaica,2000,80.0
United States of America,Jamaica,2000,6668.0
Barbados,Jamaica,2000,575.0
Trinidad and Tobago,Jamaica,2000,2476.0
Grenada,Jamaica,2000,222.0
Dominica,Jamaica,2000,148.0
Saint Lucia,Jamaica,2000,353.0
Antigua and Barbuda,Jamaica,2000,165.0
Saint Vincent and the Grenadines,Jamaica,2000,242.0
Bahamas,Jamaica,2000,713.0
Saint Kitts and Nevis,Jamaica,2000,103.0
Canada,Jamaica,2000,1414.0
Belize,Jamaica,2000,7.0
Venezuela (Bolivarian Republic of),Grenada,2000,308.0
Barbados,Grenada,2000,161.0
Trinidad and Tobago,Grenada,2000,1980.0
Jamaica,Grenada,2000,105.0
Dominica,Grenada,2000,67.0
